trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.8402968976584314, 'e': 0.1755204006169969}",20,6,12.64400428581348,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.8394570207692074, 'e': 0.17377394345044514}",25,0,5.626540040595949,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
176,False,"{'a': 0.838617983337074, 'e': 0.17204486382305054}",20,0,-0.5599419684613967,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
177,False,"{'a': 0.8377797845229938, 'e': 0.17033298882540945}",20,12,15.69767972068513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.8369424234887681, 'e': 0.16863814726859552}",20,12,12.834327384508587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8361058993970355, 'e': 0.16696016966704072}",30,7,-14.209242379647879,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.835270211411272, 'e': 0.16529888822158656}",20,0,-48.29327396444186,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
181,False,"{'a': 0.8344353586957896, 'e': 0.16365413680270408}",25,7,8.848597744952789,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
182,False,"{'a': 0.8336013404157353, 'e': 0.16202575093388077}",20,16,8.72279414523466,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.832768155737091, 'e': 0.16041356777517277}",30,18,-7.6016366153162656,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
184,False,"{'a': 0.8319358038266718, 'e': 0.1588174261069207}",25,16,17.196384842625545,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8311042838521256, 'e': 0.1572371663136276}",35,21,-30.137180285469135,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.8302735949819328, 'e': 0.1556726303679973}",30,4,1.6672570881352924,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.8294437363854039, 'e': 0.15412366181513143}",30,6,0.2991084887450055,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
188,False,"{'a': 0.8286147072326806, 'e': 0.15259010575688386}",25,15,11.63043285467324,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8277865066947336, 'e': 0.15107180883637084}",25,18,11.121610526146949,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8269591339433623, 'e': 0.14956861922263506}",20,0,5.845622536479186,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
191,False,"{'a': 0.8261325881511938, 'e': 0.14808038659546244}",25,10,15.130420389166288,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.8253068684916823, 'e': 0.14660696213035015}",20,0,16.48366691946165,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.8244819741391082, 'e': 0.14514819848362376}",30,3,10.145876514677214,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.8236579042685769, 'e': 0.14370394977770296}",20,2,26.058979673289528,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8228346580560184, 'e': 0.1422740715865136}",25,11,16.627481127567968,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.8220122346781865, 'e': 0.140858420921045}",20,10,-1.3887034411620318,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.821190633312658, 'e': 0.13945685621505094}",20,8,20.836438880938097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.8203698531378311, 'e': 0.13806923731089282}",20,12,13.05873730815509,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8195498933329256, 'e': 0.13669542544552388}",25,3,25.727493333450333,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8187307530779818, 'e': 0.1353352832366127}",20,15,10.339406961537145,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8179124315538594, 'e': 0.13398867466880496}",25,15,19.783848659256233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8170949279422366, 'e': 0.13265546508012174}",20,2,33.732314032070576,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8162782414256099, 'e': 0.13133552114849306}",25,11,24.93371639472397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8154623711872927, 'e': 0.13002871087842593}",20,10,9.140872730093381,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.8146473164114145, 'e': 0.12873490358780426}",20,7,25.561435402568943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8138330762829207, 'e': 0.12745396989482075}",20,16,7.513750203121811,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.813019649987571, 'e': 0.12618578170503877}",25,18,15.66871293741248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8122070367119391, 'e': 0.12493021219858243}",25,13,14.799969880392386,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8113952356434114, 'e': 0.12368713581745484}",20,14,10.998802415326448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.8105842459701871, 'e': 0.12245642825298192}",30,18,17.003769146715257,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8097740668812763, 'e': 0.1212379664333817}",25,0,13.529062089213696,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
212,False,"{'a': 0.8089646975664999, 'e': 0.12003162851145674}",25,15,11.743627108787987,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.8081561372164884, 'e': 0.11883729385240967}",25,9,29.09873940816045,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8073483850226815, 'e': 0.1176548430217792}",30,7,39.63450091187838,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8065414401773269, 'e': 0.11648415777349698}",25,9,19.363714920574594,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.8057353018734796, 'e': 0.11532512103806253}",20,6,-0.6197099125841241,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
217,False,"{'a': 0.8049299693050015, 'e': 0.11417761691083651}",20,11,3.201170837649855,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.8041254416665596, 'e': 0.11304153064044986}",20,3,8.846503081529221,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.8033217181536265, 'e': 0.11191674861732889}",30,11,28.823224900209,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8025187979624785, 'e': 0.11080315836233387}",30,0,54.22521269076088,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.8017166802901953, 'e': 0.10970064851551142}",25,6,16.713172018935182,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.8009153643346592, 'e': 0.10860910882495797}",25,15,18.221915339611943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8001148492945541, 'e': 0.10752843013579497}",20,12,15.482421187436227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7993151343693651, 'e': 0.10645850437925282}",30,16,13.719921185755593,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.7985162187593771, 'e': 0.10539922456186435}",25,11,26.76916457648154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7977181016656743, 'e': 0.10435048475476501}",25,15,20.065501172903545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7969207822901396, 'e': 0.10331218008310021}",20,2,26.293252689166767,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7961242598354538, 'e': 0.10228420671553745}",25,18,13.600833759415687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.795328533505094, 'e': 0.10126646185388341}",25,11,26.46407075854611,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.794533602503334, 'e': 0.10025884372280372}",20,14,10.075054266155222,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7937394660352428, 'e': 0.09926125155964566}",30,24,7.615675306610996,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7929461233066837, 'e': 0.09827358560436156}",20,7,29.085164219451688,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.792153573524314, 'e': 0.09729574708953277}",25,20,11.274075414236698,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.7913618158955839, 'e': 0.09632763823049305}",25,11,-13.23249071452399,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.7905708496287356, 'e': 0.09536916221554963}",20,6,21.877923079971307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7897806739328027, 'e': 0.09442022319630236}",20,11,17.922547319397772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7889912880176096, 'e': 0.09348072627805848}",20,7,18.346102859386285,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7882026910937704, 'e': 0.09255057751034329}",25,13,15.152336868795597,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.787414882372688, 'e': 0.09162968387750485}",30,15,19.741478873243103,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7866278610665535, 'e': 0.09071795328941253}",25,12,13.635658783538554,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.7858416263883455, 'e': 0.08981529457224764}",35,20,7.187738775325711,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.7850561775518295, 'e': 0.08892161745938636}",25,14,11.31264189711481,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.7842715137715565, 'e': 0.08803683258237256}",20,16,5.7630637119048576,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.7834876342628626, 'e': 0.08716085146198131}",30,8,37.61312693902365,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7827045382418681, 'e': 0.08629358649937051}",30,13,30.197737657248695,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7819222249254772, 'e': 0.08543495096732125}",25,13,11.624911913654302,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7811406935313765, 'e': 0.0845848590015647}",20,16,6.807483317099273,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7803599432780343, 'e': 0.08374322559219598}",20,0,-15.235184765567332,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.7795799733847004, 'e': 0.08290996657517267}",20,0,34.345279677226664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.7788007830714049, 'e': 0.08208499862389881}",25,17,13.312785563345404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7780223715589574, 'e': 0.08126823924089169}",20,6,-31.006861453194336,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
252,False,"{'a': 0.7772447380689461, 'e': 0.08045960674953244}",35,22,-14.54499550719902,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.7764678818237378, 'e': 0.07965902028589801}",25,17,17.75228284469493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.775691802046476, 'e': 0.07886639979067496}",20,15,9.744344833631288,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.774916497961081, 'e': 0.07808166600115314}",20,11,4.903359777246628,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7741419687922484, 'e': 0.07730474044329975}",20,7,10.508200513781945,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.7733682137654491, 'e': 0.07653554542391153}",25,17,14.212107666596355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.772595232106928, 'e': 0.07577400402284548}",25,7,21.477010456315888,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7718230230437034, 'e': 0.07502004008532698}",25,10,25.50326950127714,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7710515858035663, 'e': 0.07427357821433388}",20,7,21.74763130425871,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7702809196150792, 'e': 0.07353454376305711}",20,4,26.662769506119286,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7695110237075758, 'e': 0.0728028628274356}",25,13,23.147185752957963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7687418973111603, 'e': 0.07207846223876611}",20,2,27.930576895432328,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7679735396567061, 'e': 0.07136126955638607}",30,18,19.91130934792054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7672059499758557, 'e': 0.0706512130604296}",20,14,-29.89444916669457,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.7664391275010192, 'e': 0.06994822174465537}",30,20,-0.0739606245211124,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.765673071465374, 'e': 0.069252225309346}",20,12,15.288273600737046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.764907781102864, 'e': 0.06856315415427792}",30,18,21.38165165360257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.764143255648199, 'e': 0.06788093937176144}",20,16,9.223290309881525,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7633794943368531, 'e': 0.06720551273974976}",25,10,14.695312388126386,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.7626164964050653, 'e': 0.06653680671501687}",20,13,14.85093763028113,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7618542610898376, 'e': 0.06587475442640296}",25,10,14.141236977720716,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.7610927876289343, 'e': 0.06521928966812754}",25,7,18.16363962541337,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.7603320752608821, 'e': 0.06457034689316848}",30,13,10.407405807688532,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
275,False,"{'a': 0.7595721232249685, 'e': 0.06392786120670758}",20,13,13.837405484996761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7588129307612415, 'e': 0.06329176835964072}",20,0,36.53959376315992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.7580544971105083, 'e': 0.06266200474215317}",30,21,17.498567363941216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7572968215143355, 'e': 0.062038507377358304}",25,0,38.92380826356153,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.7565399032150474, 'e': 0.061421213915000133}",30,14,20.35043934332522,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.7557837414557255, 'e': 0.06081006262521796}",20,6,12.750143466796544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.755028335480208, 'e': 0.06020499239237355}",20,7,21.30175035611356,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
